x,y,t
10.406666369999991,55.367952548422494,69375000
10.406694970000007,55.3680388684343,69380000
10.406710710000006,55.368074358439145,69382000
10.406741729999986,55.36812778844646,69385000
10.40676151999999,55.368155888450296,69387000
10.406764150000022,55.368184638454224,69390000
10.40678399999998,55.368239328461705,69393000
10.406799079999994,55.368268908465744,69395000
10.406824950000006,55.36835784847789,69401000
10.406864529999984,55.368452128490794,69407000
10.40688160999998,55.36848633849547,69409000
10.406893360000002,55.36852354850056,69411000
10.40690187,55.368563928506084,69413000
10.406904399999993,55.36859956851096,69415000
10.406900529999993,55.36863044851518,69417000
10.406887040000012,55.36866220851951,69419000
10.406833049999998,55.36872474852807,69423000
10.406719869999998,55.36881158853995,69430000
10.406705890000008,55.368825478541844,69431000
10.406574379999999,55.36894518855822,69440000
10.406557159999991,55.36897704856256,69442000
10.406550690000017,55.36900809856683,69444000
10.406431600000001,55.36903966857115,69451369
10.40656610999999,55.36913884858469,69452000
10.406578249999999,55.36917266858933,69454000
10.406576380000006,55.369237158598146,69459000
10.406589780000012,55.36930712860772,69465000
10.40659448999999,55.36935133861376,69468000
10.40659720999999,55.36943389862505,69473000
10.406605730000006,55.36952098863697,69478000
10.406621990000016,55.36954750864061,69480000
10.40663072000001,55.36958177864529,69482000
10.40662742999999,55.36966321865643,69487000
10.406615689999994,55.369691428660275,69489000
10.406622260000011,55.36972148866441,69491000
10.406642850000026,55.36975175866854,69493000
10.406644769999993,55.36976852867083,69494000
10.40663708999999,55.3697931886742,69496000
10.406639909999994,55.369819448677795,69498000
10.406637010000008,55.36988704868705,69503000
10.406656840000004,55.369953528696136,69508000
10.40665439999999,55.36998507870045,69510000
10.406645999999995,55.37001497870454,69512000
10.406617490000013,55.370073238712514,69516000
10.40653659000002,55.37014545872242,69527000
10.406570869999992,55.3702206487327,69534000
10.406622279999997,55.370229848733956,69536000
10.406650689999998,55.37023819873509,69538000
10.406658140000001,55.3703895487558,69545000
10.40669688999999,55.37042690876091,69547000
10.406729930000003,55.37043871876252,69548000
10.40680556000001,55.370490398769604,69552000
10.406842110000015,55.3705700987805,69558000
10.40686622999999,55.37058212878215,69559000
10.406936970000013,55.37060762878564,69562000
10.40696716999999,55.37061185878622,69563000
10.407155369999982,55.37068552879631,69570000
10.407248060000002,55.37069880879811,69573000
10.40730684,55.3706971987979,69575000
10.407331990000019,55.370702058798564,69576000
10.407481490000002,55.370718548800824,69582000
10.407505759999992,55.370701688798526,69583000
10.407538530000021,55.37066378879334,69585000
10.407570139999994,55.370633868789234,69587000
10.40777007000001,55.37067244879452,69593000
10.407841100000004,55.37074599880459,69596000
10.407875519999994,55.37079519881131,69599000
10.407882199999998,55.37080934881326,69600000
10.407889600000019,55.37089951882559,69606000
10.40788315,55.37095657883341,69610000
10.407874350000013,55.37107289884932,69618000
10.40787917000001,55.37108890885152,69619000
10.407876919999989,55.3711267988567,69622000
10.407895650000023,55.37120146886691,69627000
10.40791900000001,55.37123170887106,69629000
10.407953039999992,55.371306878881335,69633000
10.407985660000003,55.37136730888962,69636000
10.407988189999983,55.371425168897545,69639000
10.407986350000012,55.371454938901614,69641000
10.407977699999996,55.37150720890876,69645000
10.407981980000006,55.37152303891094,69646000
10.408016209999985,55.3715504489147,69657662
10.408010080000018,55.371561278916175,69703000
10.408045970000012,55.371607548922505,69706000
10.408211219999984,55.37211735899233,69710921
10.408219980000005,55.3721238989932,69712143
10.408120930000011,55.37220407900418,69734000
10.408079339999999,55.37225009901049,69748406
10.408068450000005,55.37225408901103,69749612
10.408048159999995,55.37222344900683,69754689
10.40807525000002,55.37219160900247,69762640
10.408083649999991,55.37216524899887,69764153
10.408132660000001,55.37192802896638,69774000
10.408123690000002,55.37190853896371,69774764
10.408050420000006,55.37157286891775,69799000
10.408029179999993,55.37155782891568,69799755
10.408037079999993,55.371549198914515,69803408
10.407789900000001,55.3711267988567,69831000
10.407882450000017,55.37109368885216,69833000
10.407837420000012,55.37092963882972,69841743
10.40781166999999,55.37081805881442,69848894
10.407808089999996,55.370794048811156,69850181
10.407783389999993,55.37077604880869,69851326
10.407715389999998,55.37075804880622,69856358
10.40770571000002,55.37074874880496,69858662
10.40754500000001,55.37075066880522,69865478
10.407488780000007,55.37067089879429,69866415
10.407431309999996,55.37063662878961,69871292
10.407398650000006,55.370634048789256,69872440
10.407385969999986,55.37058583878266,69873552
10.40739293,55.37055288877815,69874715
10.40737348,55.37053970877636,69876233
10.407312339999999,55.37054019877641,69877741
10.407281429999983,55.37053395877555,69879246
10.407263150000006,55.37056622877998,69880745
10.40722785999999,55.37057941878177,69883425
10.407197529999996,55.37061917878721,69884580
10.40717085000001,55.370609008785834,69885740
10.407149180000005,55.370626338788206,69886910
10.407130430000004,55.3706183187871,69888166
10.407036199999993,55.37059603878406,69891597
10.407020989999994,55.37058953878317,69892742
10.407017809999992,55.37057344878097,69893865
10.407003059999997,55.37056578877992,69895016
10.40697881999999,55.370541948776655,69897352
10.406952180000012,55.37047023876684,69903553
10.406935490000008,55.37045335876453,69905041
10.406921849999991,55.37045025876411,69906579
10.406902240000004,55.370422168760264,69912997
10.406852849999996,55.37041898875983,69914527
10.40678169999999,55.37043083876145,69915657
10.406761580000014,55.37040096875736,69916810
10.406720859999984,55.37039296875627,69919480
10.406673209999996,55.37039475875652,69921782
10.406679649999983,55.370362348752074,69922920
10.406662229999988,55.37035061875048,69924087
10.40661400000001,55.370329278747555,69926387
10.406569759999998,55.370316748745836,69927524
10.406596359999991,55.3702952787429,69928662
10.406580860000002,55.37028890874203,69929904
10.406530850000006,55.37025453873732,69933034
10.406546179999996,55.37020907873111,69934564
10.40654986000001,55.37015232872334,69937619
10.406573799999993,55.37013001872028,69939183
10.406622749999995,55.370116028718364,69940649
10.406639089999992,55.370102048716454,69941803
10.406691170000013,55.37002258870559,69949039
10.406718350000007,55.37001000870388,69950562
10.406716490000004,55.36998230870009,69953941
10.406700049999998,55.369959988697005,69955552
