label,x1,y1,t1,x2,y2,t2
226,6.293888400000007,55.5868979997198,71664588,6.293888400000007,55.5868979997198,71664588
227,6.294261005124084,55.58696066515508,55552238,6.294261005124084,55.58696066515508,55649422
228,6.293915599999985,55.58690559972094,58752021,6.293915599999985,55.58690559972094,58752021
229,6.294325841374439,55.58689826588166,65359038,6.294325841374439,55.58689826588166,65492782
230,6.293892999999999,55.58692999972458,67952023,6.293892999999999,55.58692999972458,67952023
231,6.294269583002341,55.587016283699626,59437715,6.294269583002341,55.587016283699626,59608364
232,6.293854899999992,55.58693869972589,61113680,6.293854899999992,55.58693869972589,61113680
233,6.294322400879309,55.58688858920534,60546263,6.294322400879309,55.58688858920534,60928000
234,6.293919969999999,55.58692460972377,62914000,6.293919969999999,55.58692460972377,62914000
235,6.294176770513282,55.586924770960145,69625476,6.294176770513282,55.586924770960145,69838321
236,6.293914799999999,55.5869414997263,71098121,6.293914799999999,55.5869414997263,71098121
237,6.294250963097586,55.58693210418885,66291775,6.294250963097586,55.58693210418885,66512040
238,6.293877700000013,55.58691219972192,68571784,6.293877700000013,55.58691219972192,68571784
239,6.293704963348294,55.5872791831899,52619009,6.293704963348294,55.5872791831899,52675000
240,6.293918520000007,55.58705325974299,54261000,6.293918520000007,55.58705325974299,54261000
241,6.294426091699995,55.58693900764377,70653141,6.294426091699995,55.58693900764377,70835000
242,6.293988199999998,55.58692049972316,72911117,6.293988199999998,55.58692049972316,72911117
243,6.294337152670357,55.586968879240004,70450736,6.294337152670357,55.586968879240004,70518621
244,6.293942310000008,55.586921679723346,71154000,6.293942310000008,55.586921679723346,71154000
245,6.29441454654437,55.586801849409795,66011461,6.29441454654437,55.586801849409795,66290000
246,6.293874299999997,55.586947399727194,67980316,6.293874299999997,55.586947399727194,67980316
247,6.29448024089667,55.58681256066631,70551670,6.29448024089667,55.58681256066631,70683682
248,6.293875999999976,55.58697554973138,72589000,6.293875999999976,55.58697554973138,72589000
249,6.294115547893886,55.58681678840327,56797177,6.294115547893886,55.58681678840327,56988000
250,6.293892899999722,55.58695688472863,58311000,6.293892899999722,55.58695688472863,58494000
251,6.293778816685441,55.58736199985305,67260142,6.293778816685441,55.58736199985305,67340345
252,6.293919930000005,55.58695478972828,69014000,6.293919930000005,55.58695478972828,69014000
253,6.294551601973319,55.586873707753014,72567194,6.294551601973319,55.586873707753014,72697612
254,6.293878999999995,55.586946499727055,73533577,6.293878999999995,55.586946499727055,73533577
255,6.2938318550269745,55.58719196991349,38806972,6.2938318550269745,55.58719196991349,38895469
256,6.321499087579602,55.58610811606169,40395000,6.321499087579602,55.58610811606169,40904000
257,6.293853600000013,55.58694989972756,41577959,6.293853600000013,55.58694989972756,41577959
258,6.294559745191202,55.586787186020096,71813000,6.294559745191202,55.586787186020096,71880254
259,6.294015220000016,55.58714775975711,73992000,6.294015220000016,55.58714775975711,73992000
260,6.293910496557538,55.587111656794406,75404465,6.293910496557538,55.587111656794406,75825000
261,6.29390879999999,55.586936699725584,76885927,6.29390879999999,55.586936699725584,76885927
262,10.405982574810091,55.36788191572499,48855170,10.405982574810091,55.36788191572499,49090395
263,10.405799600000002,55.367949068422014,50983149,10.405799600000002,55.367949068422014,50983149
264,10.4062644399865,55.36814360792786,42347578,10.4062644399865,55.36814360792786,42631000
265,10.408048758414505,55.37202794415369,43930000,10.408048758414505,55.37202794415369,44007000
266,10.40580370000001,55.36793996842078,44907695,10.40580370000001,55.36793996842078,44907695
267,10.40613943692464,55.36807867534692,58269194,10.40613943692464,55.36807867534692,58710000
268,10.405793400000002,55.367943268421236,60889892,10.405793400000002,55.367943268421236,60889892
269,10.406047441464297,55.3677810089649,59181706,10.406047441464297,55.3677810089649,59894226
270,10.4057976,55.36794126842096,61582484,10.4057976,55.36794126842096,61582484
271,10.406010421306757,55.36776162883191,73644878,10.406010421306757,55.36776162883191,74479545
272,10.40577144417954,55.367520664386454,74947748,10.406059711392603,55.36793372262122,75122595
273,10.40600872159319,55.36777746885817,75929155,10.40600872159319,55.36777746885817,76199734
274,10.405069399999995,55.36425956791805,77340602,10.405069399999995,55.36425956791805,77340602
275,10.405183003207275,55.36818214541022,58010000,10.405183003207275,55.36818214541022,58093000
276,10.40912961000001,55.37076904880774,59653793,10.40912961000001,55.37076904880774,59653793
277,10.405933057944411,55.36806888114208,57118991,10.405933057944411,55.36806888114208,57540000
278,10.405753789999999,55.367877218412204,59784000,10.405753789999999,55.367877218412204,59784000
279,10.40541700747886,55.36806102568117,52845917,10.40541700747886,55.36806102568117,53101000
280,10.390811570000013,55.36894346855798,54938766,10.390811570000013,55.36894346855798,54938766
281,10.405978155613823,55.36778652648351,69282034,10.405978155613823,55.36778652648351,69910144
282,10.405793700000007,55.36794776842184,71404393,10.405793700000007,55.36794776842184,71404393
283,10.406253861886782,55.36807305465469,48739628,10.406253861886782,55.36807305465469,49211000
284,10.406859159999991,55.368554928504864,50503114,10.406859159999991,55.368554928504864,50503114
285,10.406310589277156,55.3680673260687,60359476,10.406310589277156,55.3680673260687,60792748
286,10.405792710000005,55.36793549842016,62027000,10.405792710000005,55.36793549842016,62027000
287,10.406043214822423,55.367793480520874,59515830,10.406043214822423,55.367793480520874,59767000
288,10.40831127087249,55.37238193704197,61071152,10.40831127087249,55.37238193704197,61093242
289,10.405801900000004,55.367948968422,61744983,10.405801900000004,55.367948968422,61744983
290,10.406078891948054,55.36779073621978,59273081,10.406078891948054,55.36779073621978,59684482
291,10.396639400000016,55.38037087012439,61441003,10.396639400000016,55.38037087012439,61441003
292,10.40600175795375,55.367663292771745,73731915,10.40600175795375,55.367663292771745,74291423
293,10.405759410000009,55.36794054842085,75206000,10.405759410000009,55.36794054842085,75206000
294,10.405150402247179,55.368088917800314,56631842,10.405150402247179,55.368088917800314,57037200
295,10.396453399999992,55.380757270177476,58293595,10.396453399999992,55.380757270177476,58293595
296,10.405967433511487,55.36788952369117,49729456,10.405967433511487,55.36788952369117,50070000
297,10.408446560000009,55.37274243907792,50449000,10.408446560000009,55.37274243907792,50449000
298,10.40846015060753,55.372385770871546,51076486,10.40846015060753,55.372385770871546,51216000
299,10.405769979999993,55.367943578421276,51870000,10.405769979999993,55.367943578421276,51870000
300,10.405940844186707,55.367787268783445,51950123,10.405940844186707,55.367787268783445,52081024
301,10.406329200000007,55.369083568577146,52181454,10.406329200000007,55.369083568577146,52181454
302,10.406012447929292,55.3681232855388,65455443,10.406012447929292,55.3681232855388,65766357
303,10.40581290000001,55.36794226842109,66939862,10.40581290000001,55.36794226842109,66939862
304,10.429860946821334,55.36734551511011,54329537,10.429860946821334,55.36734551511011,54475566
305,10.405761239999991,55.367963148423954,55570656,10.405761239999991,55.367963148423954,55570656
306,10.406478547087536,55.368109131478235,56143730,10.406478547087536,55.368109131478235,56215784
307,10.405802299999987,55.36793586842021,57898581,10.405802299999987,55.36793586842021,57898581
308,10.40620933128573,55.368051984849785,54439615,10.40620933128573,55.368051984849785,54638329
309,10.405792399999989,55.36793596842023,56300278,10.405792399999989,55.36793596842023,56300278
310,10.405917315425452,55.367838720148086,57589000,10.405917315425452,55.367838720148086,57836000
311,10.397092379999986,55.39261614181101,58487000,10.397092379999986,55.39261614181101,58487000
