x,y,t
10.40660689999998,55.36729786833301,71124238
10.4073516,55.367187268317906,71169881
10.407751800000003,55.36716136831436,71181386
10.408122479999983,55.36666045824591,71191174
10.407968029999989,55.36646925821981,71211184
10.407640440000009,55.36615783817725,71226189
10.407787139999993,55.36593254814648,71240178
10.407789400000015,55.36570567811548,71261180
10.407669370000008,55.36557124809714,71282178
10.407719139999998,55.365072768029066,71303178
10.407484210000009,55.36489930800538,71323181
10.407404349999993,55.36429372792271,71359178
10.40721185999999,55.36397285787892,71385179
10.407389920000004,55.36384786786186,71404179
10.40746260999999,55.363741567847356,71426185
10.407389550000019,55.36307987775707,71458000
10.407453009999989,55.36294089773811,71470000
10.407066150000013,55.36284614772518,71483000
10.406935149999999,55.362419047666926,71515000
10.406502399999997,55.36255016768482,71536832
10.406414360000005,55.362526097681524,71547000
10.406127390000005,55.36253066768214,71560000
10.405403500000006,55.36269966770521,71582540
10.405267000000004,55.362770367714845,71593776
10.405018379999992,55.36289632773203,71615000
10.4038592,55.36282756772264,71648516
10.40362539999999,55.362874267729026,71659903
10.403250500000008,55.36298106774359,71671409
10.403052599999995,55.36303346775074,71694214
10.4025409,55.363037767751315,71705651
10.402386849999992,55.363026537749796,71716000
10.401923899999996,55.36309606775928,71742498
10.401544699999999,55.363129747763864,71752000
10.400967299999994,55.36296546774146,71774260
10.400350399999997,55.36326986778299,71797105
10.400325199999997,55.36336566779605,71808527
10.399858999999985,55.36346616780978,71819967
10.399258199999998,55.363541567820064,71831861
10.39920570000001,55.36353416781905,71843149
10.399186699999998,55.36355046782128,71854526
10.39903600000001,55.36354366782034,71865933
10.398518290000004,55.36365070783495,71887000
10.398158799999983,55.363639367833414,71909165
10.3976784,55.36366086783635,71919835
10.397445899999992,55.36373906784702,71942289
10.396785900000003,55.363668467837364,71953713
10.395907549999986,55.364042447888416,72011000
10.395017799999996,55.363869667864826,72033161
10.3947566,55.363886667867156,72044595
10.394584300000012,55.36394286787482,72056040
10.39443220000002,55.363959567877096,72067059
10.394155000000005,55.363965367877896,72078479
10.39367709999999,55.364001967882885,72094385
10.393643000000013,55.36404246788843,72105394
10.39344440000002,55.364074067892716,72116836
10.393030600000001,55.36425156791696,72128253
10.39289286000001,55.364242377915694,72139000
10.3924557,55.3640123678843,72153545
10.392226900000013,55.36405086788956,72164961
10.392157139999997,55.36416329790491,72197000
10.391852600000012,55.3646005679646,72217000
10.392085710000005,55.364895808004896,72237000
10.392140020000003,55.365237168051515,72250000
10.391937789999995,55.36535998806829,72263000
10.392220600000005,55.365864168137136,72285585
10.391775700000006,55.36645966821848,72342476
10.391914299999987,55.366643268243564,72357378
10.392081800000016,55.366748968258015,72368968
10.392202599999987,55.36701386829421,72391763
10.392329399999994,55.367166168315016,72414568
10.392518799999994,55.36745466835443,72426053
10.392475689999992,55.36762769837809,72447000
10.392439000000001,55.36813906844798,72461984
10.392533199999994,55.36833506847479,72473389
10.392634300000001,55.36837696848052,72484850
10.392504900000008,55.36847766849429,72496346
10.392534900000008,55.36859636851052,72507712
10.392842200000006,55.368763868533435,72519176
10.393016000000014,55.36893706855711,72530568
10.39334210000001,55.36896836856138,72541965
10.394705700000008,55.36916776858867,72594296
10.396019600000004,55.369184368590915,72637493
10.396159500000012,55.36917836859011,72648883
10.396555500000002,55.369213968594984,72673091
10.397219399999994,55.369224268596376,72696003
10.39736919999998,55.36919996859306,72719999
10.397794999999984,55.36921976859577,72765668
10.398673450000018,55.368933368556604,72775000
10.399198900000012,55.36905107857268,72809000
10.40009773999998,55.36872420852799,72849000
10.400785079999995,55.368784758536286,72867000
10.401463559999995,55.36876927853417,72917000
10.401845100000013,55.36875386853206,72939375
10.402503440000004,55.368655618518616,72949000
10.402533899999996,55.36864055851655,72970000
10.402563269999987,55.36861982851373,72990000
10.403038979999998,55.368303078470426,73010000
10.403224600000012,55.36837653848046,73022000
10.403712169999983,55.3682897684686,73035000
10.405374999999992,55.368060168437204,73111511
10.4057502,55.36793056841949,73122961
10.405770500000006,55.36791786841776,73184693
10.40578220000001,55.36792456841867,73232099
10.405794900000002,55.367919668418,73243882
10.405799799999997,55.36793236841973,73255450
