x,y,t
10.406892420000004,55.36818463845422,48333000
10.406966139999998,55.368374708480204,48345000
10.406979519999998,55.36851767849976,48356000
10.407007630000013,55.36868522852267,48367000
10.406752440000005,55.3689319185564,48388000
10.406675030000004,55.369064498574524,48399000
10.406660299999993,55.369364738615594,48417000
10.406667589999984,55.369525288637554,48428000
10.406491200000007,55.369710668662925,48442312
10.406684110000004,55.36982636867875,48449000
10.406724310000008,55.37002198870551,48460000
10.40689412999998,55.37032465874693,48492000
10.407111660000009,55.37041526875932,48503000
10.40725865000001,55.3705788787817,48514000
10.407433689999994,55.37076378880701,48525000
10.407672399999994,55.370804768812626,48538432
10.407689999999993,55.3708008688121,48551438
10.407799999999979,55.370916268827884,48562401
10.407853750000006,55.3709485988323,48575000
10.407747199999983,55.37115086886,48590011
10.407906100000003,55.37151626891001,48604945
10.407941199999998,55.3716177689239,48615890
10.40792750000002,55.371699168935045,48627912
10.407970089999996,55.372237509008755,48659000
10.40848330000001,55.37268396906991,48802847
10.408305100000007,55.37269106907086,48987976
10.4081487,55.3726386690637,48998988
10.408295000000006,55.3727088690733,49052433
10.408400600000004,55.372694969071404,49083940
10.4085093,55.37272016907486,49094999
10.40849206,55.37269398907128,49187972
10.40834232,55.37266412906718,49216000
10.408293529999987,55.372648709065075,49228000
10.408623000000013,55.37191016896395,49243124
10.408294000000003,55.3717907689476,49255620
10.408107959999981,55.371422518897184,49273000
10.408086779999996,55.37136244888895,49285000
10.408223250000004,55.37111280885477,49298000
10.408128610000015,55.37107320884935,49330000
10.407834280000014,55.370708848799495,49342000
10.407568159999993,55.37082373881521,49355000
10.407130030000003,55.370708608799454,49368000
10.406915289999997,55.37064210879036,49381000
10.406562120000004,55.37018820872825,49433000
10.406504600000003,55.36981457867712,49446000
10.406403220000001,55.36966633865686,49458000
10.406559059999994,55.369219988595816,49483000
10.406541740000002,55.36903881857102,49495000
10.406636590000012,55.3689918785646,49507000
10.406809509999995,55.36876939853417,49519000
10.406870960000006,55.368549658504136,49532000
10.40667113,55.36805120843599,49569000
10.40627156,55.36803333843354,49581000
10.406094880000012,55.36803664843399,49593000
10.405992359999992,55.367938558420576,49603648
10.405793600000003,55.36793406841997,49618885
10.405771900000005,55.367927068419014,49655430
